data,label,ntiles
/att/gpfsfs/briskfs01/ppl/mwooten3/Vietnam_LCLUC/CNN/7-band/Keelin05_20160318_data-7band.tif,/att/gpfsfs/briskfs01/ppl/mwooten3/Vietnam_LCLUC/CNN/labeled_training/Keelin05_20160318__training.tif,8000
/att/gpfsfs/briskfs01/ppl/mwooten3/Vietnam_LCLUC/CNN/7-band/Keelin13_20160318_data-7band.tif,/att/gpfsfs/briskfs01/ppl/mwooten3/Vietnam_LCLUC/CNN/labeled_training/Keelin13_20160318__training.tif,8000
/att/gpfsfs/briskfs01/ppl/mwooten3/Vietnam_LCLUC/CNN/7-band/Keelin23_20110201_data-7band.tif,/att/gpfsfs/briskfs01/ppl/mwooten3/Vietnam_LCLUC/CNN/labeled_training/Keelin23_20110201__training.tif,8000
/att/gpfsfs/briskfs01/ppl/mwooten3/Vietnam_LCLUC/CNN/7-band/Keelin09_20190327__subset_data-7band.tif,/att/gpfsfs/briskfs01/ppl/mwooten3/Vietnam_LCLUC/CNN/labeled_training/Keelin09_20190327__subset__training.tif,800

/adapt/nobackup/projects/ilab/projects/Vietnam/Jordan/VIETNAM_PRIORITY/tree_model_data/data/image1_20190228_data.tif,/adapt/nobackup/projects/ilab/projects/Vietnam/Jordan/VIETNAM_PRIORITY/tree_model_data/label/image1_20190228_isotraining_1b.tif,800

/adapt/nobackup/projects/ilab/projects/Vietnam/Jordan/VIETNAM_PRIORITY/tree_model_data/data/image2_20190228_data.tif
/adapt/nobackup/projects/ilab/projects/Vietnam/Jordan/VIETNAM_PRIORITY/tree_model_data/label/image2_20190228_isotraining_1b.tif,800

/adapt/nobackup/projects/ilab/projects/Vietnam/Jordan/VIETNAM_PRIORITY/tree_model_data/data/Keelin10_20190228_data.tif
/adapt/nobackup/projects/ilab/projects/Vietnam/Jordan/VIETNAM_PRIORITY/tree_model_data/label/Keelin10_20190228_isotraining.tif,800

/adapt/nobackup/projects/ilab/projects/Vietnam/Jordan/VIETNAM_PRIORITY/tree_model_data/data/Keelin16_20190228_data.tif
/adapt/nobackup/projects/ilab/projects/Vietnam/Jordan/VIETNAM_PRIORITY/tree_model_data/label/Keelin16_20190228_isotraining.tif,800

/adapt/nobackup/projects/ilab/projects/Vietnam/Jordan/VIETNAM_PRIORITY/tree_model_data/data/Keelin01_20141210_data.tif
/adapt/nobackup/projects/ilab/projects/Vietnam/Jordan/VIETNAM_PRIORITY/tree_model_data/label/K1_20141210.tif,800

/adapt/nobackup/projects/ilab/projects/Vietnam/Jordan/VIETNAM_PRIORITY/tree_model_data/data/Keelin01_20151121_data.tif
/adapt/nobackup/projects/ilab/projects/Vietnam/Jordan/VIETNAM_PRIORITY/tree_model_data/label/K1_20151121.tif

Keelin01_20151121_data.tif,K1_20151121.tif,cond,800,1000,2200,3000,4200
Keelin01_20151203_data.tif,K1_20151203.tif,cond,800,3000,4200,3000,4200
Keelin01_20160318_data.tif,K1_20160318.tif,cond,800,3200,4400,2000,3200
Keelin01_20180306_data.tif,K1_20180306.tif,cond,800,0,1200,2400,3600
Keelin02_20130125_data.tif,K2_20130125.tif,cond,800,1800,3000,1700,2900
Keelin02_20151117_data.tif,K2_2015117.tif,cond,800,800,2000,1800,3000
Keelin02_20151203_data.tif,K2_20151203.tif,cond,800,1800,3000,1500,2700
Keelin02_20160318_data.tif,K2_20160318.tif,cond,800,2000,3200,3800,5000
Keelin02_20170104_data.tif,K2_20170104.tif,cond,800,2000,3200,3800,5000
Keelin16_20110408_data.tif,K16_20110408.tif,cond,800,1000,2200,3800,5000
Keelin16_20140810_data.tif,K16_20140810.tif,cond,800,0,1200,1000,2200
Keelin16_20141210_data.tif,K16_20141210.tif,cond,800,3000,4200,2000,3200
Keelin16_20170417_data.tif,K16_20170417.tif,rand,800,1200,2400,3000,4200
Keelin16_20171206_data.tif,K16_20171206.tif,rand,800,2600,3800,3800,5000
Keelin16_20181109_data.tif,K16_20181109.tif,rand,800,2600,3800,3800,5000
Keelin02_20170104_data.tif,K2_20170104_GT.tif,rand,24,4800,5000,0,200
Keelin02_20160318_data.tif,K2_20160318_GT.tif,rand,24,4800,5000,0,200
Keelin02_20151117_data.tif,K2_20151117_GT.tif,rand,24,4800,5000,0,200
Keelin02_20130125_data.tif,K2_20130125_GT.tif,rand,24,4800,5000,0,200
Keelin02_20151203_data.tif,K2_20151203_GT.tif,rand,24,4800,5000,0,200
